data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,totale_casi,tamponi,casi_testati,note_it,note_en
2020-05-26T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1083,59,1142,2396,3538,-16,18,3430,693,7661,238967,192591,,
2020-05-26T17:00:00,ITA,07,Liguria,44.41149315,8.9326992,223,19,242,1196,1438,-118,53,6681,1431,9550,96678,54918,,
2020-05-26T17:00:00,ITA,03,Lombardia,45.46679409,9.190347404,3622,183,3805,20672,24477,-738,159,47044,15896,87417,685058,405650,,
2020-05-26T17:00:00,ITA,11,Marche,43.61675973,13.5188753,94,13,107,1468,1575,-87,2,4147,996,6718,97285,61923,,
2020-05-26T17:00:00,ITA,14,Molise,41.55774754,14.65916051,5,2,7,167,174,-3,0,236,22,432,13452,12940,,
2020-05-26T17:00:00,ITA,01,Piemonte,45.0732745,7.680687483,1162,70,1232,5709,6941,-555,86,19561,3812,30314,293473,193954,,
2020-05-26T17:00:00,ITA,16,Puglia,41.12559576,16.86736689,172,17,189,1350,1539,-139,2,2436,494,4469,106873,73226,,
2020-05-26T17:00:00,ITA,20,Sardegna,39.21531192,9.110616306,41,2,43,181,224,-7,0,1000,130,1354,51968,44663,,
2020-05-26T17:00:00,ITA,19,Sicilia,38.11569725,13.3623567,83,10,93,1337,1430,-3,3,1729,271,3430,137682,120206,,
2020-05-26T17:00:00,ITA,09,Toscana,43.76923077,11.25588885,145,34,179,1343,1522,-114,3,7527,1021,10070,234796,168150,,
2020-05-26T17:00:00,ITA,22,P.A. Trento,46.06893511,11.12123097,24,3,27,486,513,-4,10,3441,461,4415,81149,45926,,
2020-05-26T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,12,2,14,28,42,-4,1,1314,75,1431,65013,46044,,
2020-05-26T17:00:00,ITA,02,Valle d'Aosta,45.73750286,7.320149366,17,1,18,13,31,-2,2,1007,143,1181,14262,11190,,
2020-05-26T17:00:00,ITA,05,Veneto,45.43490485,12.33845213,177,11,188,2243,2431,-147,8,14788,1886,19105,602252,312632,,
>>>>>>> 59e796d5adc083cd3124f2be8a3d0bf13e2782fb
